$contributor.employer.matched
                                              (Intercept)  cycle2020
F5, INC.                                    -0.4649901644 0.07838961
Fabrinet                                    -0.2103015896 0.07838961
FACTSET RESEARCH SYSTEMS INC                -0.5246925801 0.07838961
FAIRCHILD SEMICONDUCTOR CORP                -0.5484003387 0.07838961
FALCONSTOR SOFTWARE INC                     -0.4563095447 0.07838961
Fastly, Inc.                                -0.5468843488 0.07838961
FDP CORP                                    -0.5072136522 0.07838961
Figma, Inc.                                 -0.4926962575 0.07838961
FILETEK INC                                 -0.4036599910 0.07838961
FINISAR CORP                                -0.4589228805 0.07838961
FIRECOM INC                                 -0.5264110629 0.07838961
FIRST ALERT INC                             -0.4583208181 0.07838961
FIRST SOLAR, INC.                           -0.4679828317 0.07838961
FITBIT, INC.                                -0.4583166939 0.07838961
FLEX LTD.                                   -0.3305872424 0.07838961
Flutter Entertainment plc                   -0.4502769056 0.07838961
FORCE10 NETWORKS INC                        -0.5139043959 0.07838961
FORECROSS CORP                              -0.4270526950 0.07838961
FORESCOUT TECHNOLOGIES, INC                 -0.5275789395 0.07838961
ForgeRock, Inc.                             -0.4418249089 0.07838961
FORMFACTOR INC                              -0.2417142238 0.07838961
Fortinet, Inc.                              -0.4994826593 0.07838961
Frankly Inc                                 -0.5470751002 0.07838961
FREESCALE SEMICONDUCTOR INC                 -0.4670190546 0.07838961
Freeze Tag, Inc.                            -0.5421543002 0.07838961
Freshworks Inc.                             -0.5245936121 0.07838961
FriendFinder Networks Inc.                  -0.5572843822 0.07838961
FSONA SYSTEMS CORP.                         -0.5302760098 0.07838961
FTC Solar, Inc.                             -0.4605369097 0.07838961
FTP SOFTWARE INC                            -0.3821870800 0.07838961
FULCRUM TECHNOLOGIES INC                    -0.4032468072 0.07838961
Full Spectrum Inc.                          -0.3099237090 0.07838961
Function(x) Inc.                            -0.4099656328 0.07838961
FUNDTECH LTD                                -0.5668322262 0.07838961
Fusemachines Inc.                           -0.5882830955 0.07838961
Fusion Connect, Inc.                        -0.4181407231 0.07838961
FUSION-IO, INC.                             -0.6006984943 0.07838961
FWT INC                                     -0.4523440285 0.07838961
GAMES INC                                   -0.4603228700 0.07838961
GAN Ltd                                     -0.5051361224 0.07838961
GARMIN LTD                                  -0.5310674048 0.07838961
GATEWAY INC                                 -0.3878337999 0.07838961
Gawk Inc.                                   -0.4325910724 0.07838961
GBC INTERNATIONAL INC                       -0.4119934591 0.07838961
GCT SEMICONDUCTOR INC                       -0.4680670953 0.07838961
GDC Technology Ltd                          -0.2260745280 0.07838961
GDS Holdings Ltd                            -0.1270934670 0.07838961
GEM SOLUTIONS, INC.                         -0.4950337192 0.07838961
Gen Digital Inc.                            -0.3834321483 0.07838961
GENERAL MICROWAVE CORP                      -0.1007299204 0.07838961
GENESYS TELECOMMUNICATIONS LABORATORIES INC -0.5201565199 0.07838961
GENICOM CORP                                -0.3144907127 0.07838961
Genius Group Ltd                            -0.4608739136 0.07838961
GetGo, Inc.                                 -0.4917273460 0.07838961
Gitlab Inc.                                 -0.5027499393 0.07838961
Glimpse Group, Inc.                         -0.4932206640 0.07838961
GLOBAL INNOVATION CORP.                     -0.4820972503 0.07838961
Global Tech Solutions, Inc.                 -0.3778761870 0.07838961
GLOBAL TECHNOLOGIES LTD                     -0.7062542670 0.07838961
GLOBALFOUNDRIES Inc.                        -0.4930457600 0.07838961
GLOBALSCAPE INC                             -0.5182027239 0.07838961
GLOBECOMM SYSTEMS INC                       -0.7221419076 0.07838961
Glow Holdings, Inc.                         -0.4105157654 0.07838961
GLU MOBILE INC                              -0.5435124765 0.07838961
GoDaddy Inc.                                -0.5255445622 0.07838961
Golden Star Enterprises Ltd.                -0.3178721677 0.07838961
GOMEZ INC                                   -0.3084066852 0.07838961
GOOD TECHNOLOGY Corp                        -0.5061686760 0.07838961
GOOGLE INC.                                 -0.4899344436 0.07838961
GRAPHON CORP                                -0.5186300942 0.07838961
GrayMeta, Inc.                              -0.6395495145 0.07838961
Greentech Innovations, Inc.                 -0.4096452631 0.07838961
GREENWAY MEDICAL TECHNOLOGIES INC           -0.4763988236 0.07838961
GRIFFIN TECHNOLOGY INC                      -0.6316714388 0.07838961
Grindr Inc.                                 -0.5624035030 0.07838961
Growflow Corp.                              -0.5285314215 0.07838961
GSE SYSTEMS INC                             -0.4993009949 0.07838961
GSI TECHNOLOGY INC                          -0.4632082087 0.07838961
GT Advanced Technologies Inc.               -0.1991987193 0.07838961
GTI CORP                                    -0.4473284403 0.07838961
Guar Global Ltd.                            -0.3175499853 0.07838961
Guerrilla RF, Inc.                           0.2866451602 0.07838961
Guidance Software, Inc.                     -0.5777276599 0.07838961
Guidewire Software, Inc.                    -0.5127994041 0.07838961
HADCO CORP                                  -0.4195591002 0.07838961
HANDSPRING INC                              -0.4808485357 0.07838961
Hanwha Q CELLS Co., Ltd.                    -0.4733362412 0.07838961
HARBINGER CORP                              -0.2074369017 0.07838961
HARMONIC INC.                               -0.4415724525 0.07838961
HARRIS CORP                                 -0.3534637940 0.07838961
HashiCorp, Inc.                             -0.5209909529 0.07838961
HAYES CORP                                   0.1049929301 0.07838961
HBO & CO                                    -0.5150980801 0.07838961
HEADWAY TECHNOLOGIES INC                    -0.4099050959 0.07838961
Health Catalyst, Inc.                       -0.4391347968 0.07838961
HEALTH SYSTEMS SOLUTIONS INC                -0.4660434813 0.07838961
HEALTHCARE COM CORP                         -0.5340894528 0.07838961
HEALTHCARE SOFTWARE INC                     -0.3728831443 0.07838961
Healthcare Triangle, Inc.                   -0.4725938200 0.07838961
HEALTHSTREAM INC                            -0.4935374058 0.07838961
HEI INC                                     -0.2920817134 0.07838961
Helo Corp.                                  -0.3601140488 0.07838961
HENSCHEL INC                                -0.5441885040 0.07838961
Hewlett Packard Enterprise Co               -0.4902922146 0.07838961
HITTITE MICROWAVE CORP                      -0.3422701160 0.07838961
hopTo Inc.                                  -0.1023687831 0.07838961
Hortonworks, Inc.                           -0.5141713763 0.07838961
HP INC                                      -0.4474953821 0.07838961
HPR INC                                     -0.3738546009 0.07838961
HTE INC                                     -0.1914607088 0.07838961
HUBBELL INC                                 -0.4309010588 0.07838961
HUBSPOT INC                                 -0.4910618007 0.07838961
HUMMINGBIRD LTD                             -0.3115408508 0.07838961
HUTCHINSON TECHNOLOGY INC                   -0.5804098795 0.07838961
HUYA Inc.                                   -0.4850796641 0.07838961
HYLAND SOFTWARE INC                         -0.4513502126 0.07838961
HYPERION SOLUTIONS CORP                     -0.4304086629 0.07838961
HYTEK MICROSYSTEMS INC                       0.2415149021 0.07838961
I2 TECHNOLOGIES INC                         -0.2524094660 0.07838961
i3 Verticals, Inc.                          -0.2813115298 0.07838961
IBIZ INC                                    -0.4999026944 0.07838961
IC2E International Inc.                     -0.4206050466 0.07838961
ICST INC                                    -0.4475408550 0.07838961
ID SYSTEMS INC                              -0.6400544340 0.07838961
Identiv, Inc.                               -0.3162491711 0.07838961
iDNA, Inc.                                  -0.4959416505 0.07838961
IDS Group, Inc.                             -0.5140029781 0.07838961
IEC ELECTRONICS CORP                        -0.3434274199 0.07838961
IEH Corp                                    -0.4803230110 0.07838961
IENTERTAINMENT NETWORK INC                  -0.3955884703 0.07838961
IGATE CORP                                  -0.5342312577 0.07838961
IHS Inc.                                    -0.4733787864 0.07838961
IHS Markit Ltd.                             -0.5071434639 0.07838961
IMAGEWARE SYSTEMS INC                       -0.4477078291 0.07838961
IMANAGE INC                                 -0.5246165091 0.07838961
IMC Holdings, Inc.                           0.2170092871 0.07838961
IMMERSION CORP                              -0.3568827038 0.07838961
IMP INC                                     -0.3925900935 0.07838961
IMPAC MEDICAL SYSTEMS INC                   -0.4473961755 0.07838961
IMPERVA INC                                 -0.4450557660 0.07838961
IMPINJ INC                                  -0.4593628275 0.07838961
Imprivata Inc                               -0.4877980446 0.07838961
inContact, Inc.                             -0.4378358978 0.07838961
indie Semiconductor, Inc.                   -0.3760632843 0.07838961
INDUS INTERNATIONAL INC                     -0.5982610675 0.07838961
INET TECHNOLOGIES INC                       -0.5788160691 0.07838961
Infinera Corp                               -0.3603351200 0.07838961
INFINITE GROUP INC                          -0.0008354929 0.07838961
INFINITI SOLUTIONS LTD                      -0.3633067560 0.07838961
INFOCUS CORP                                -0.3496745916 0.07838961
