$contributor.employer.matched
                                             (Intercept) cycle2020    cycle2024
DOMO, INC.                                  -0.520898593 0.1212588 -0.004727251
DOT HILL SYSTEMS CORP                        0.022105817 0.1212588 -0.004727251
Dot VN, Inc.                                -0.505439822 0.1212588 -0.004727251
Doximity, Inc.                              -0.540595597 0.1212588 -0.004727251
DRI CORP                                    -0.383803412 0.1212588 -0.004727251
DROPBOX, INC.                               -0.560865662 0.1212588 -0.004727251
DRS COMMUNICATIONS CO LLC                   -0.518425257 0.1212588 -0.004727251
DRS TECHNOLOGIES INC                         0.041192970 0.1212588 -0.004727251
DRS TEST & ENERGY MANAGEMENT INC             1.628499963 0.1212588 -0.004727251
DSC Holdings Ltd.                           -0.233540750 0.1212588 -0.004727251
DSP COMMUNICATIONS INC                      -0.531940484 0.1212588 -0.004727251
DUCK CREEK TECHNOLOGIES, INC.               -0.584819349 0.1212588 -0.004727251
Duolingo, Inc.                              -0.580472328 0.1212588 -0.004727251
DYNAMIC MEDIA INC                           -0.591306059 0.1212588 -0.004727251
DYNATEC INTERNATIONAL INC                   -0.476728420 0.1212588 -0.004727251
Dynatrace, Inc.                             -0.513609270 0.1212588 -0.004727251
DZS INC.                                    -0.679460427 0.1212588 -0.004727251
E DIGITAL CORP                              -0.528095874 0.1212588 -0.004727251
E SYSTEMS INC                               -0.588509408 0.1212588 -0.004727251
E2open Inc                                  -0.443550001 0.1212588 -0.004727251
E3 CORP                                     -0.553303772 0.1212588 -0.004727251
EAGLE POINT SOFTWARE CORP                   -0.583643589 0.1212588 -0.004727251
EARTHWATCH INC                              -0.432597531 0.1212588 -0.004727251
EBIX INC                                    -0.527899129 0.1212588 -0.004727251
ECHELON CORP                                -0.572060748 0.1212588 -0.004727251
ECI TELECOM LTD/                            -0.448608491 0.1212588 -0.004727251
Ecoss Inc.                                  -0.616043074 0.1212588 -0.004727251
ECST Holdings Ltd                           -0.234453750 0.1212588 -0.004727251
EdgeWave, Inc.                              -0.659281060 0.1212588 -0.004727251
EDIFY CORP                                  -0.205312665 0.1212588 -0.004727251
EDO CORP                                    -0.471286260 0.1212588 -0.004727251
EDOCS INC                                   -0.624226467 0.1212588 -0.004727251
EF Johnson Technologies, Inc.               -0.562779601 0.1212588 -0.004727251
EGAIN Corp                                  -0.618219289 0.1212588 -0.004727251
Egenera, Inc.                               -0.614809826 0.1212588 -0.004727251
EIDOS PLC                                   -0.591286940 0.1212588 -0.004727251
ELCO Management Co., LLC                    -0.489282493 0.1212588 -0.004727251
ELECSYS CORP                                -0.799304494 0.1212588 -0.004727251
ELECTRONIC ARTS INC.                        -0.604014138 0.1212588 -0.004727251
ELECTRONICS FOR IMAGING INC                 -0.564906075 0.1212588 -0.004727251
ELLIE MAE INC                               -0.564911981 0.1212588 -0.004727251
EMAGIN CORP                                 -0.639522560 0.1212588 -0.004727251
EMBARCADERO TECHNOLOGIES INC                -0.242227440 0.1212588 -0.004727251
EMC CORP                                    -0.537805169 0.1212588 -0.004727251
EMCORE CORP                                 -0.434675811 0.1212588 -0.004727251
eMedia Group Inc.                           -0.443107966 0.1212588 -0.004727251
EMR Technology Solutions, Inc.              -0.526760812 0.1212588 -0.004727251
EMS TECHNOLOGIES INC                        -0.607424927 0.1212588 -0.004727251
Endava plc                                  -0.654964922 0.1212588 -0.004727251
Energous Corp                               -0.721742663 0.1212588 -0.004727251
ENERNOC INC                                 -0.492283317 0.1212588 -0.004727251
Enfusion, Inc.                              -0.592141733 0.1212588 -0.004727251
EngageSmart, Inc.                           -0.539119376 0.1212588 -0.004727251
ENOVA SYSTEMS INC                           -0.640402043 0.1212588 -0.004727251
Enphase Energy, Inc.                        -0.550093447 0.1212588 -0.004727251
ENTERPRISE ELECTRONICS CORP                 -0.256220447 0.1212588 -0.004727251
ENTERPRISE ENERGY, INC.                     -0.555678135 0.1212588 -0.004727251
ENTERWORKS INC                              -0.592791580 0.1212588 -0.004727251
ENTRATA, INC.                               -0.493647182 0.1212588 -0.004727251
ENTRUST INC                                 -0.189785842 0.1212588 -0.004727251
ENTWISTLE CO                                -0.587899033 0.1212588 -0.004727251
ENVIVIO INC                                 -0.393082980 0.1212588 -0.004727251
EPAM Systems, Inc.                          -0.448458440 0.1212588 -0.004727251
Epazz Inc                                   -0.541074045 0.1212588 -0.004727251
EPIC RESEARCH CO INC                        -0.443337707 0.1212588 -0.004727251
EPICOR SOFTWARE CORP                        -0.527251204 0.1212588 -0.004727251
Epicor, Inc.                                -0.565833859 0.1212588 -0.004727251
EPIQ SYSTEMS INC                            -0.594785677 0.1212588 -0.004727251
ESCO TECHNOLOGIES INC                       -0.688190093 0.1212588 -0.004727251
ESIM LTD                                    -0.548719408 0.1212588 -0.004727251
ESL Ltd                                     -0.684616277 0.1212588 -0.004727251
ESOFT INC                                   -0.553193978 0.1212588 -0.004727251
ESPEY MFG & ELECTRONICS CORP                -0.231563500 0.1212588 -0.004727251
ESS TECHNOLOGY INC                          -0.562239353 0.1212588 -0.004727251
ETOTALSOURCE INC                            -0.599266596 0.1212588 -0.004727251
Eventbrite, Inc.                            -0.611803144 0.1212588 -0.004727251
EVERBRIDGE, INC.                            -0.573744709 0.1212588 -0.004727251
EverCommerce Inc.                           -0.614236266 0.1212588 -0.004727251
EverQuote, Inc.                             -0.564325738 0.1212588 -0.004727251
EVERSPIN TECHNOLOGIES INC.                  -0.553325118 0.1212588 -0.004727251
EXA CORP                                    -0.259301393 0.1212588 -0.004727251
ExactTarget, Inc.                           -0.531456398 0.1212588 -0.004727251
EXAR CORP                                   -0.665630829 0.1212588 -0.004727251
EXCELON CORP                                -0.123507178 0.1212588 -0.004727251
EXCITE INC                                  -0.726420427 0.1212588 -0.004727251
EXE TECHNOLOGIES INC                         0.163901471 0.1212588 -0.004727251
Exelis Inc.                                 -0.291806190 0.1212588 -0.004727251
Expensify, Inc.                             -0.545176078 0.1212588 -0.004727251
Exponential Interactive, Inc.               -0.529024612 0.1212588 -0.004727251
EXRO TECHNOLOGIES INC.                      -0.570998850 0.1212588 -0.004727251
EXTREME NETWORKS INC                        -0.505726707 0.1212588 -0.004727251
Exyn Technologies, Inc.                     -0.541830983 0.1212588 -0.004727251
F5, INC.                                    -0.543189496 0.1212588 -0.004727251
Fabrinet                                    -0.279495354 0.1212588 -0.004727251
FACTSET RESEARCH SYSTEMS INC                -0.621096836 0.1212588 -0.004727251
FAIRCHILD SEMICONDUCTOR CORP                -0.647360201 0.1212588 -0.004727251
FALCONSTOR SOFTWARE INC                     -0.553243599 0.1212588 -0.004727251
Fastly, Inc.                                -0.622995523 0.1212588 -0.004727251
FDP CORP                                    -0.577328872 0.1212588 -0.004727251
Figma, Inc.                                 -0.578670374 0.1212588 -0.004727251
FILETEK INC                                 -0.499735000 0.1212588 -0.004727251
FINISAR CORP                                -0.569947050 0.1212588 -0.004727251
FIRECOM INC                                 -0.609376479 0.1212588 -0.004727251
FIRST ALERT INC                             -0.538577304 0.1212588 -0.004727251
FIRST SOLAR, INC.                           -0.610558689 0.1212588 -0.004727251
FITBIT, INC.                                -0.538848761 0.1212588 -0.004727251
FLEX LTD.                                   -0.431276010 0.1212588 -0.004727251
Flutter Entertainment plc                   -0.521827392 0.1212588 -0.004727251
FORCE10 NETWORKS INC                        -0.625924967 0.1212588 -0.004727251
FORECROSS CORP                              -0.501580723 0.1212588 -0.004727251
FORESCOUT TECHNOLOGIES, INC                 -0.605299879 0.1212588 -0.004727251
ForgeRock, Inc.                             -0.534857662 0.1212588 -0.004727251
FORMFACTOR INC                              -0.327249177 0.1212588 -0.004727251
Fortinet, Inc.                              -0.581945644 0.1212588 -0.004727251
Frankly Inc                                 -0.640206375 0.1212588 -0.004727251
FREESCALE SEMICONDUCTOR INC                 -0.544353897 0.1212588 -0.004727251
Freeze Tag, Inc.                            -0.622704166 0.1212588 -0.004727251
Freshworks Inc.                             -0.596581715 0.1212588 -0.004727251
FriendFinder Networks Inc.                  -0.654286709 0.1212588 -0.004727251
FSONA SYSTEMS CORP.                         -0.633643138 0.1212588 -0.004727251
FTC Solar, Inc.                             -0.538020047 0.1212588 -0.004727251
FTP SOFTWARE INC                            -0.462042487 0.1212588 -0.004727251
FULCRUM TECHNOLOGIES INC                    -0.467077438 0.1212588 -0.004727251
Full Spectrum Inc.                          -0.395121525 0.1212588 -0.004727251
Function(x) Inc.                            -0.493986335 0.1212588 -0.004727251
FUNDTECH LTD                                -0.672415634 0.1212588 -0.004727251
Fusemachines Inc.                           -0.651838182 0.1212588 -0.004727251
Fusion Connect, Inc.                        -0.508035223 0.1212588 -0.004727251
FUSION-IO, INC.                             -0.701807239 0.1212588 -0.004727251
FWT INC                                     -0.532061220 0.1212588 -0.004727251
GAMES INC                                   -0.534041214 0.1212588 -0.004727251
GAN Ltd                                     -0.580351606 0.1212588 -0.004727251
GARMIN LTD                                  -0.629577075 0.1212588 -0.004727251
GATEWAY INC                                 -0.458348061 0.1212588 -0.004727251
Gawk Inc.                                   -0.516761947 0.1212588 -0.004727251
GBC INTERNATIONAL INC                       -0.472377226 0.1212588 -0.004727251
GCT SEMICONDUCTOR INC                       -0.528507331 0.1212588 -0.004727251
GDC Technology Ltd                          -0.315475523 0.1212588 -0.004727251
GDS Holdings Ltd                            -0.206118472 0.1212588 -0.004727251
GEM SOLUTIONS, INC.                         -0.579381004 0.1212588 -0.004727251
Gen Digital Inc.                            -0.470316014 0.1212588 -0.004727251
GENERAL MICROWAVE CORP                      -0.191722790 0.1212588 -0.004727251
GENESYS TELECOMMUNICATIONS LABORATORIES INC -0.594167218 0.1212588 -0.004727251
GENICOM CORP                                -0.408563877 0.1212588 -0.004727251
Genius Group Ltd                            -0.541098358 0.1212588 -0.004727251
GetGo, Inc.                                 -0.562621432 0.1212588 -0.004727251
Gitlab Inc.                                 -0.580920551 0.1212588 -0.004727251
Glimpse Group, Inc.                         -0.573581327 0.1212588 -0.004727251
GLOBAL INNOVATION CORP.                     -0.566782374 0.1212588 -0.004727251
Global Tech Solutions, Inc.                 -0.451042705 0.1212588 -0.004727251
GLOBAL TECHNOLOGIES LTD                     -0.742804337 0.1212588 -0.004727251
GLOBALFOUNDRIES Inc.                        -0.582726882 0.1212588 -0.004727251
